-0.51816,	   3.50012,	5.16636;
1.04902,          3.48742,	3.06832;
-0.25146,	   3.683,	1.07696;
-0.72644,	   -0.05842,	5.8674;
0.85598,          -0.04826,	3.76174;
-0.23622,	   -0.2032,	1.0668;
2.24536,          1.70434,	2.5146;
2.94894,          2.6035,	0.1524;
2.9591,           0.83058,	0.18288



