-0.56388,	2.82194,	5.2832;
0.51054,	2.82194,	2.91846;
-0.42164,	3.0988,	        1.21412;
-0.68072,	-0.72136,       5.97662;
0.22606,	-0.60198,       3.69062;
-0.47752,	-0.83566,       1.04648;
2.05232,	 1.00076,	2.39268;
2.4638,	        1.824,	          0.381;
2.42824,        0.3302,	        0.35306
