  0  0.000000e+000
  1  0.000000e+000
  2  0.000000e+000
  3  0.000000e+000
  4  0.000000e+000
  5  0.000000e+000
  6  0.000000e+000
  7  0.000000e+000
  8  0.000000e+000
  9  0.000000e+000
 10  1.448586e-007
 11  4.213981e-005
 12  2.561425e-003
 13  6.931523e-002
 14  8.738925e-001
 15  7.169336e+000
 16  3.421263e+001
 17  1.440469e+002
 18  4.162498e+002
 19  8.155009e+002
 20  1.561190e+003
 21  2.518980e+003
 22  3.997130e+003
 23  5.611451e+003
 24  7.780396e+003
 25  1.011600e+004
 26  1.242735e+004
 27  1.491568e+004
 28  1.759567e+004
 29  1.976649e+004
 30  2.218747e+004
 31  2.398601e+004
 32  2.593447e+004
 33  2.738645e+004
 34  2.891404e+004
 35  3.017969e+004
 36  3.104669e+004
 37  3.184461e+004
 38  3.247746e+004
 39  3.292443e+004
 40  3.336038e+004
 41  3.336816e+004
 42  3.338069e+004
 43  3.318561e+004
 44  3.300265e+004
 45  3.281345e+004
 46  3.235757e+004
 47  3.206095e+004
 48  3.174601e+004
 49  3.110446e+004
 50  3.042531e+004
 51  2.970655e+004
 52  2.897374e+004
 53  2.828546e+004
 54  2.756691e+004
 55  2.697786e+004
 56  2.631136e+004
 57  3.107031e+004
 58  3.590608e+004
 59  3.998395e+004
 60  4.404039e+004
 61  3.387565e+004
 62  2.350949e+004
 63  2.176375e+004
 64  1.995498e+004
 65  1.929944e+004
 66  1.855709e+004
 67  2.130468e+004
 68  2.408082e+004
 69  2.052812e+004
 70  1.675233e+004
 71  1.466142e+004
 72  1.251087e+004
 73  1.190142e+004
 74  1.122862e+004
 75  1.076580e+004
 76  1.037503e+004
 77  9.824679e+003
 78  9.204652e+003
 79  8.730841e+003
 80  8.000348e+003
 81  7.711821e+003
 82  7.107580e+003
 83  6.509562e+003
 84  6.091860e+003
 85  5.555329e+003
 86  5.023499e+003
 87  4.621536e+003
 88  4.216087e+003
 89  3.714691e+003
 90  3.213189e+003
 91  2.829357e+003
 92  2.462532e+003
 93  1.934307e+003
 94  1.554403e+003
 95  1.222827e+003
 96  9.164462e+002
 97  6.555258e+002
 98  4.282472e+002
 99  2.207937e+002
100  6.751275e+001
101  7.773675e+000
102  0.000000e+000
103  0.000000e+000
