2	102.6659	1258.357143	944.5017007	1.332297382
2	63.1564	1106.634354	868.8044218	1.273743924
2	31.888	980.9472789	800.0544218	1.22610069
10	101.7888	6078.520408	4448.258503	1.366494417
10	65.4504	5455.290816	4150.414966	1.314396479
10	24.5442	4885.687075	3895.14966	1.25430022
20	95.9413	11143.81463	8250.294218	1.350717239
20	67.2001	10764.27786	8205.22449	1.31188097
20	31.2376	9532.319728	7527.341837	1.266359352
2	102.3688	1257.877551	944.4438776	1.331871148
2	63.6317	1106.297619	868.0731293	1.274429056
2	31.5757	982.5510204	801.6496599	1.22566137
10	102.1863	6090.658163	4455.261905	1.367070734
10	64.8579	5455.246599	4152.977891	1.313574679
10	24.9284	4884.952381	3892.884354	1.254841382
20	96.8007	11190.27002	8278.992151	1.35164641
20	65.2929	10636.23299	8119.807823	1.309911912
20	30.6759	9518.802721	7521.164966	1.265602173
2	98.0601	1253.018707	945.170068	1.32570714
2	66.6515	1109.284014	867.4098639	1.278846437
2	30.1715	982.3690476	802.8673469	1.223575789
10	100.7392	6103.02551	4470.627551	1.365138438
10	65.9338	5466.829932	4156.923469	1.315114404
10	28.8997	4890.22763	3879.598116	1.260498506
20	98.7818	11052.63946	8155.044218	1.355313247
20	65.3939	10646.37585	8127.02551	1.309996608
20	29.2121	9562.70068	7569.768707	1.263275147
2	98.0372	1252.869048	945.0816327	1.325672835
2	66.6547	1109.629252	867.6734694	1.278855803
2	30.3898	982.6428571	802.8758503	1.223903866
10	100.9404	6104.037415	4470.462585	1.365415167
10	66.0857	5467.010204	4156.392857	1.315325666
10	29.338	4891.307692	3878.527473	1.261124931
20	98.4494	11049.84184	8155.714286	1.354858869
20	65.0016	10642.89796	8127.755102	1.309451112
20	29.106	9561.02381	7569.321429	1.263128261
2	100.8104	1254.040816	943.1585557	1.329618237
2	61.6286	1103.369048	867.7823129	1.271481374
2	22.7465	976.9540816	805.7687075	1.212449767
10	99.4503	6095.994898	4471.290816	1.363363545
10	63.4943	5470.173469	4170.153061	1.311744051
10	28.7553	4905.418367	3892.027211	1.260376175
20	101.971	11449.32823	8435.314626	1.357308973
20	65.109	10637.20748	8122.234694	1.309640497
20	27.917	9610.096939	7619.996599	1.26116814
2	100.8104	1254.040816	943.1585557	1.329618237
2	61.6286	1103.369048	867.7823129	1.271481374
2	22.7465	976.9540816	805.7687075	1.212449767
10	99.4503	6095.994898	4471.290816	1.363363545
10	63.4943	5470.173469	4170.153061	1.311744051
10	28.7553	4905.418367	3892.027211	1.260376175
20	101.971	11449.32823	8435.314626	1.357308973
20	65.109	10637.20748	8122.234694	1.309640497
20	27.917	9610.096939	7619.996599	1.26116814
2	99.2527	1255.122449	945.5323129	1.327424173
2	58.828	1103.763605	870.877551	1.267415384
2	24.7801	978.8962585	805.3384354	1.215509177
10	102.2791	6086.130298	4451.582418	1.36718356
10	61.7301	5448.209184	4161.469388	1.309203235
10	27.7482	4899.717687	3892.003401	1.258919169
20	100.7098	11345.05782	8365.27551	1.356208509
20	68.0984	10671.34864	8122.826531	1.313748188
20	32.0372	9600.826531	7576.323129	1.267214501
2	93.7562	1247.386054	945.329932	1.319524551
2	64.6729	1107.397959	867.8979592	1.2759541
2	22.5575	981.4098639	809.5867347	1.212235604
10	102.4892	6102.295918	4462.319728	1.367516514
10	63.9364	5462.11303	4162.166405	1.31232452
10	25.0306	5225.430272	4158.003401	1.256716209
20	102.1796	11799.21769	8707.166667	1.355115635
20	64.798	10633.2415	8121.843537	1.30921526
20	28.7958	9595.583333	7600.355442	1.262517708
2	103.8895	1257.467687	942.6173469	1.334017129
2	67.932	1117.982993	872.8673469	1.280816606
2	36.1483	987.0867347	800.8826531	1.232498583
10	101.3359	6100.270408	4465.979592	1.365942294
10	66.2875	5472.607143	4159.690476	1.315628452
10	29.7849	4917.535322	3896.934066	1.261898518
20	96.7048	11180.56803	8272.272109	1.351571597
20	64.3392	10628.53912	8122.187075	1.30858093
20	26.4533	9508.768707	7549.656463	1.259496873
2	100.0271	1257.386054	946.4353741	1.328549301
2	65.4334	1110.620748	869.6428571	1.277099834
2	26.9982	985.462585	808.4795918	1.218908424
10	100.4854	6103.370748	4472.008503	1.364794084
10	63.3558	5459.020408	4162.406463	1.311505846
10	29.4893	4896.232993	3881.692177	1.261365603
20	95.6873	10997.77891	8138.947279	1.351253244
20	63.6887	10648.04252	8143.678571	1.307522445
20	25.6728	9546.725275	7587.693878	1.25818535
2	98.8094	1252.1146	943.7394035	1.326758844
2	69.1614	1115.880952	870.037415	1.282566627
2	31.8486	987.7670068	805.5884354	1.226143479
10	100.4	6096.19898	4467.202381	1.364656996
10	66.1888	5465.263605	4154.636054	1.315461459
10	24.9506	4941.248299	3936.697279	1.25517609
20	98.4411	11783.62245	8729.491497	1.349863558
20	59.193	10612.71088	8155.920068	1.301227917
20	30.8753	9659.778912	7634.685374	1.265249115
2	98.7936	1256.641156	947.127551	1.326791893
2	64.2736	1107.433673	868.3197279	1.275375461
2	32.306	987.4982993	804.9268707	1.226817411
10	101.8639	6095.472527	4460.167975	1.366646405
10	65.9784	5470.882653	4159.756803	1.31519291
10	30.9715	5525.702381	4363.180272	1.266439165
20	98.7932	11787.81633	8729.528912	1.350338196
20	71.3884	10700.11224	8116.517007	1.318313291
20	27.1607	9588.287415	7608.75	1.260165916
2	98.6052	1249.782313	942.207483	1.326440657
2	60.8885	1105.732993	870.3554422	1.27043842
2	36.983	988.6768707	801.3554422	1.233755733
10	100.8979	6098.387755	4466.568027	1.365340843
10	64.3196	5465.537415	4163.044218	1.312870373
10	28.5032	5069.62585	4020.721088	1.260874788
20	99.3954	11756.39717	8699.163265	1.351439997
20	69.7956	10676.48469	8111.828231	1.31616257
20	27.4674	9598.151361	7614.14966	1.260567731
2	99.6946	1249.892857	941.1938776	1.3279866
2	63.3199	1111.780612	872.6343537	1.274050933
2	34.9396	990.5816327	804.8520408	1.230762404
10	104.0863	6118.935374	4467.239796	1.36973515
10	66.6112	5458.287284	4147.577708	1.316018088
10	28.2222	5063.744898	4017.418367	1.26044749
20	101.1663	11835.79422	8745.32483	1.353385317
20	67.3895	10680.58333	8136.534014	1.312669905
20	31.4117	9593.437075	7575.731293	1.266338087
2	98.7905	1255.153061	946.0221088	1.326769268
2	62.6226	1113.831633	874.920068	1.273066733
2	23.304	983.5855573	810.6153846	1.21338131
10	102.0584	6102.622449	4464.467687	1.36693171
10	63.6485	5455.47449	4158.460884	1.311897512
10	26.7689	4892.426871	3890.622449	1.257492068
20	101.0902	11076.53741	8153.867347	1.358439737
20	63.4793	10643.94558	8142.27551	1.307244586
20	28.933	9543.156463	7556.20068	1.262956989
2	100.6581	1257.862245	946.1530612	1.329449004
2	64.3007	1121.034014	878.829932	1.275598353
2	29.9233	994.8265306	813.170068	1.223392953
10	102.3452	6081.261905	4447.77551	1.367259182
10	66.927	5472.664966	4156.933673	1.316514863
10	26.3747	4933.27551	3924.164966	1.257152936
20	94.9798	11775.79121	8755.637363	1.344938206
20	64.6085	10663.77891	8148.02551	1.308756201
20	31.1264	9496.340136	7498.954082	1.266355285
2	94.1205	1255.619048	951.122449	1.320144477
2	63.791	1115.244898	874.8520408	1.274781158
2	32.1665	990.6615646	807.6105442	1.226657541
10	100.5778	6094.064626	4464.867347	1.36489265
10	61.3546	5462.093537	4173.554422	1.308739023
10	26.1033	4896.411303	3896.648352	1.25656997
20	97.4198	11707.05442	8678.517007	1.348969462
20	71.9673	10704.67347	8115.018707	1.319118767
20	26.1516	8938.82483	7087.307823	1.261244051
2	95.9824	1256.62415	949.9710884	1.32280252
2	65.1779	1112.828231	871.6037415	1.276759356
