0.4	100	4411.445049	1216.233703	3.627136001
0.4	50	3552.614649	1027.95038	3.456017643
0.4	0	2791.17923	876.1808677	3.185619925
0.6	100	6496.304469	1859.998055	3.492640464
0.6	50	5232.606197	1576.178693	3.319805185
0.6	0	4125.752368	1350.244962	3.055558425
0.8	100	8630.016393	2537.786874	3.400607231
0.8	50	6970.890552	2163.796111	3.221602311
0.8	0	5512.034628	1857.390369	2.967623134
1	100	10759.7162	3268.930493	3.291509631
1	50	8745.543836	2810.136304	3.11214222
1	0	6923.101131	2409.483076	2.873272364





